id,message_id,date,text,user_id,lon,lat,emotion
13,1392344983236186124,2021-05-12 05:04:47,"Just another castaway, tossed to the side like yesterday’s news.. #marden #mardenized #azzholdujour #kamekazephotography #masshole #fuckcancer #cancerwarrior #boston @ 𝘽𝙤𝙨𝙩𝙤𝙣, 𝙈𝙖𝙨𝙨𝙖𝙘𝙝𝙪𝙨𝙚𝙩𝙩𝙨 https://t.co/ja3yUYw5am",471594513,-71.05675,42.35866,anger
14,1569002134414172160,2022-09-11 16:37:14,"Never forget those we have lost. Remember to support survivors. Continue to support each other! Brendan Chellis, was a friend to allJohn A Crisci, fireman/first responder 1 out of 15 who lost their lives lived in Massachusetts. 😢 #neverforget #sept11 #survivor @sarrisinger https://t.co/zooXl9uDY7",14277679,-71.063774,42.358441,sadness
15,1491857959168753669,2022-02-10 19:33:49,@MayorWu @CityOfBoston @COB_ONS @COB_OEOI Omg!! I may have to show up. More @BostonPWD @bostonpolice @MBTATransitPD and more aggressive policing!! Homeless sweeps!! https://t.co/oENVAgb5qu,1291413222235537409,-71.081467,42.34896,fear
16,1520863737862840322,2022-05-01 20:32:26,pissing my pants,1083061302812135425,-71.079632,42.394851,disgust
17,1362872292284325888,2021-02-19 21:10:50,"Preciso de álcool para entender essa política brasileira. @ Boston, Massachusetts https://t.co/POoUn1giRj",1192928129708429312,-71.0565,42.3577,neutral
18,1566404473165160448,2022-09-04 12:35:03,@asiageoff A form of Cultural appropriation. https://t.co/TUJs93fxSI,1547706220244480000,-71.093905,42.341709,neutral
19,1415469430029627394,2021-07-15 00:33:04,"Unsolicited dick pics are only permissible if..... Uhm....uh....eh 🤔 meh... 😳 #celebratewomeneveryday #RespectTheLadies @ Boston, Massachusetts https://t.co/Uq8JTOn95A",452483362,-71.0565,42.3577,fear
20,1661273842390827009,2023-05-24 07:32:03,15 Disappointing Design Fails That Will Have You Running to an Interior Designer #music #miami #usa https://t.co/njKdQXW0mj https://t.co/cc2oQanjlE,1658165998145396747,-71.05827342,42.35979609,sadness
21,1424011938921598977,2021-08-07 14:17:57,Breaking this #Saturday: A woman shot & killed in #Boston’s South End. @Michael7News has the details on #7News ▶️ https://t.co/MLbcjfwvqY https://t.co/isNkCGugD3,34859168,-71.061397,42.361572,sadness
22,1668312275260964864,2023-06-12 17:40:16,Long commutes in Philadelphia due to I-95 collapse #travel #photooftheday #artist https://t.co/N4qC3TgHYB https://t.co/OgQTmxndMv,1658165998145396747,-71.05984536,42.35979693,fear
23,1426919742170927105,2021-08-15 14:52:32,"If you haven’t gotten vaccinated yet - for whatever reason - consider that if you get sick and need services, you’ll be limiting our health system’s ability to respond to a crisis. Heaven forbid there’s a mass casualty event of some kind, there will be fewer resources for them.",193343561,-71.090022,42.348854,neutral
24,1583978328754905088,2022-10-23 00:27:17,"First it hurts … then it changes you ! @ Boston, Massachusetts https://t.co/dKa8RPks2k",45917096,-71.0565,42.3577,sadness
25,1353022704757170176,2021-01-23 16:52:05,"An excellent reminder that any idiot can run for Congress and often succeed. 🙄 I notice a ton of co-sponsors on that bill, there @mtgreenee. I believe this is… what do you call it… a nakedly stupid stunt?",30073361,-71.095904,42.383941500000006,anger
26,1599492846154788865,2022-12-04 19:56:26,I am the absolute d*mbest bag of st*pid to ever be here ever,1135865509281501184,-71.117357,42.37311,joy
27,1529173379894456325,2022-05-24 18:51:59,@bcakeswehigh Massachusetts on the 🗺🗺 with BLVNCO 😮‍💨😮‍💨,1069626157979639809,-71.05700450000002,42.355296,neutral
28,1380179686668521474,2021-04-08 15:24:14,"EVEN THE ONES YOU THINK ""They'll Never Do Me Like That"" WILL DO YOU LIKE THAT @ Boston, Massachusetts https://t.co/09EZ21OSPH",1020379477807976449,-71.0565,42.3577,anger
29,1620885737423138816,2023-02-01 20:44:09,I’ve reached my breaking point this winter. That groundhog better not see his fucking shadow tomorrow I swear to god.,743503663,-71.062085,42.3803805,disgust
30,1660985316122189825,2023-05-23 12:25:33,"Father, son sentenced for decadelong, $20 million lottery fraud scheme #instagood #photography #newyork https://t.co/q6HQdon29d",1658165998145396747,-71.05722811,42.36002761,anger
31,1422546004264452105,2021-08-03 13:12:51,"Nervous to apply for a job like ""Proposal Manager - Remote"" at Tetra Tech? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Marketing #Boston, MA",34179110,-71.0588801,42.3600825,fear
32,1384877376421744643,2021-04-21 14:31:10,@ProjectLincoln Look at her eyes........,52393373,-71.10265,42.3460585,neutral
33,1432393184089362441,2021-08-30 17:22:02,"Mi boca ríe pero mis ojos derraman lágrimas silenciosas. Beso en silencio tu retrato y trató de cominicarme contigo, pero el teléfono tan solo sigue sonando.",547979346,-71.059828,42.360098,neutral
34,1367261459877486596,2021-03-03 23:51:49,"#DropKickMurphys2017💯🍀👊🙌 - They'll let any Asshole on Stage - @ House of Blues Boston https://t.co/T00YVB8jcf",296677220,-71.095695,42.34742,joy
35,1581025813087985665,2022-10-14 20:55:02,"Nervous to apply for a job like ""Security Officer Port Authority"" at Allied Universal? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #SecurityOfficer #SecurityGuard",117968366,-71.0588801,42.3600825,fear
36,1360684063204507650,2021-02-13 20:15:35,@crschmidt I was once fired for being late for a shift 3 times.,685233,-71.11418450000001,42.3964955,anger
37,1668117245275537408,2023-06-12 04:45:18,"Annapolis shooting leaves three dead, three more injured; person of interest in custody #photooftheday #california #chicago https://t.co/unDcIk2jyC https://t.co/yEGD7w5UOk",1658165998145396747,-71.05984536,42.35979693,fear
38,1385776482992021506,2021-04-24 02:03:54,You ever waiting for your hookup to leave so u can cry about ur ex? Like nothing against the guy over rn he’s fantastic im just a self sabotager and would rather reminisce about a bad relationship than allow myself the possibility of a new one with a really nice handsome boy,541779368,-71.087774,42.34801,anger
39,1440789358504599552,2021-09-22 21:25:26,"Cambridge, Massachusetts - A friend and I shared the large ""chicken arianna sub"" for lunch on... Food Poisoning https://t.co/TajIDreNhA #cambridge #massachusetts #unitedstates #diarrhea #cramps",921197448885886977,-71.0931578,42.3631281,fear
40,1399852935618641922,2021-06-01 22:18:42,"#Boston #TDGarden #NHLBruins #Asian #StopAsianHate I am absolutely infuriated. Twitter, please help me find him. https://t.co/T9hVzUcLR8",1399850626494914564,-71.062153,42.366329,anger
41,1550660285471629317,2022-07-23 01:53:16,We might break a record tonight but not a good one #RedSox https://t.co/a521b6zv2y,211715958,-71.096231,42.34673,fear
42,1428870935462006790,2021-08-21 00:05:52,"When I meet this woman ♀️ I was hating all females cause my Ex Wife. When she joined the lobby,I said Quien es la Tipa ESTA!?!? Her answer was sa respectful after me been the opposite that know I can call Her My BEST Friend 4L #STRONGGAMING #CODTOPPLAYS #COLDWAR #BLACKOPS #💯🎮💀",547979346,-71.059302,42.359384,anger
43,1575968264592986112,2022-09-30 21:58:09,I hate when folks are late. Lemme start sipping.. 🤷🏿‍♂️ https://t.co/Nob9bZPZsF,28114643,-71.083754,42.337343,neutral
44,1374434332459233282,2021-03-23 18:54:15,Yikes.,685233,-71.11418450000001,42.3964955,neutral
45,1528878663478833152,2022-05-23 23:20:53,Why does @WholeFoods force us to choose between Nana and Mom? https://t.co/49Sa2wbUiL,17984533,-71.126553,42.417306,anger
46,1583464916350275584,2022-10-21 14:27:10,"#climate “Extremes are becoming more extreme, and people feel them far more than ""averages""” -Dr. Marshall Shepherd  @RadInstitute  @DrShepherd2013 https://t.co/g7ASveAIoo",19167465,-71.122535,42.37641,fear
47,1393870986341199875,2021-05-16 10:08:34,"Once, frustrated and angry at Britain for imposing “taxation without representation,” I dumped my cup of tea into the harbor. @ 𝘽𝙤𝙨𝙩𝙤𝙣, 𝙈𝙖𝙨𝙨𝙖𝙘𝙝𝙪𝙨𝙚𝙩𝙩𝙨 https://t.co/Jh4ZrGEh88",68148746,-71.05675,42.35866,anger
48,1512953031461150727,2022-04-10 00:38:06,@admired_art 🥺 https://t.co/GCOKXoGSa4,1389445382,-71.088378,42.339471,neutral
49,1462657264746180614,2021-11-22 05:40:41,"Kissing Goddess’ freshly pedicured feet is where you belong. 🦶🏼👄 Footfetish footworship feet toes toefetish pinktoes submissive onyourknees BostonDomme https://t.co/cLSxtzHPwS",1224787975487336448,-71.064882,42.355487,joy
50,1659711555511140353,2023-05-20 00:04:05,What happened the day when one of the worst nuclear disasters in US history took place at Three Mile Island #boston #newyork #california https://t.co/AXzRhIIpKQ https://t.co/9DcGMVs7T8,1658165998145396747,-71.05722811,42.36002761,fear
51,1429198105539403776,2021-08-21 21:45:56,@chriswhoracio no bc i mean it,1183382247585599488,-71.066424,42.354304,neutral
52,1435239683215216654,2021-09-07 13:53:00,Fuckin lost again,1097443917144875008,-71.06566,42.352387,anger
53,1535307122279428098,2022-06-10 17:05:17,#copleysquare is not the best place for a @celtics watch party! Governent center is far better. It will not ruin the grass and far more @MBTA accessible There will be issues hope lots of @bostonpolice are there. @BOSCityCouncil @MayorWu  #Boston #BostonCeltics https://t.co/t7A88LUWbn,1291413222235537409,-71.076934,42.349824,fear
54,1383373906921230342,2021-04-17 10:56:55,Not funny didn’t laugh @witemajik17 everyone please tell him it’s not funny https://t.co/j4MLQAYnaA,1275512253748518913,-71.064593,42.352158,sadness
55,1434742298043199489,2021-09-06 04:56:34,How you come to the club and don’t wear don deodorant 🤦🏾‍♂️🤮,52421385,-71.066114,42.350672,neutral
56,1667484542050107408,2023-06-10 10:51:09,Massive damage left after Russia destroys Ukraine dam #instagood #fashion #travel https://t.co/5CQ8J8cu9d https://t.co/1cIvwMyhGG,1658165998145396747,-71.05984536,42.35979693,fear
57,1586047369073766401,2022-10-28 17:28:54,the gang gets munched https://t.co/ycEV9qceOH,1064748581280727040,-71.10489,42.350224,joy
58,1403491344933429251,2021-06-11 23:16:26,"Trump, always the quintessential dick.",52393373,-71.104626,42.34512,disgust
59,1547390880587333637,2022-07-14 01:21:49,Big UFFFFFFF 🖤💜💀🖤💜,547979346,-71.058975,42.356899,anger
60,1408079876234485761,2021-06-24 15:09:38,"Nervous to apply for a job like ""NetSuite Manager"" at Deloitte? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Marketing #Boston, MA",455065742,-71.0588801,42.3600825,fear
61,1487439109236924421,2022-01-29 14:54:53,"""and The citizens of Boston grabbed their pitchforks as soon as he hit 'send tweet'"" @ Boston, Massachusetts https://t.co/3fiRgkTb27",452483362,-71.0565,42.3577,anger
62,1423017035953475584,2021-08-04 20:24:34,DaBaby will no longer be performing,1199073569076060165,-71.091975,42.407244,sadness
63,1507766288659226626,2022-03-26 17:07:50,didnt know they made nhl 22 into real life,1003293262977863680,-71.062153,42.366329,surprise
64,1568615399184371713,2022-09-10 15:00:29,"Fbi Agents At Closed Rowley Dog Kennel ☝ 😕  https://t.co/0mNBjK0h95",1347935690332495877,-71.0598,42.3584,neutral
65,1486089371551895553,2022-01-25 21:31:31,"Nervous to apply for a job like ""Enterprise Digital Internship (Undergraduate) - Product Office"" at CVS Health? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #techjobs #technology",99632256,-71.0797918,42.3465172,fear
66,1435701126033203205,2021-09-08 20:26:37,i need a new bank 😓,119458432,-71.113528,42.325022,neutral
67,1580354136394301440,2022-10-13 00:26:02,"And all of the magic in that approach was on full display, with multiple surprise guest features in attendance.… https://t.co/6ZdYCe39Hs",17007447,-71.06215329500628,42.3663290227002,joy
68,1607168317143261184,2022-12-26 00:16:01,Watching this live was crazy,254896616,-71.06215,42.366789,surprise
69,1519352183480803328,2022-04-27 16:26:03,@ckirbyyyy Terrible name 😉 https://t.co/OPvteo12sM,1116485037837508609,-71.08892900000001,42.353006500000006,fear
70,1516577465010900999,2022-04-20 00:40:18,"PSA to my fellow MLB fans, never stop booing them. https://t.co/huz3TSkkb2",31646951,-71.098161,42.346422,neutral
71,1378465569167532040,2021-04-03 21:52:56,"💥🚗 That road-rage no joke! Y’all be careful out there! 🚗😮 ••• #shotsfired #roadrage #tailgate #snowproblems @ Boston, Massachusetts https://t.co/Xo4nEX6HMX",1086468736532598784,-71.0565,42.3577,anger
72,1454255781474353155,2021-10-30 01:16:11,"wasn’t aware that taxi cabs are allowed to use sidewalks.   Summer Street, Seaport   @BostonBTD @bostonpolice  @BOS311  #Friday https://t.co/42GwxpcMb8",3250639656,-71.042603,42.347248,fear
73,1357029312893976586,2021-02-03 18:12:55,Come visit to see the DETAILS. 😳Opening Friday! #josephmcnamara @ Gallery NAGA https://t.co/wdWtspaS6R,260786246,-71.07422715,42.3521243,joy
74,1436526409686601731,2021-09-11 03:06:00,getting a c-section,2825192953,-71.095051,42.358148,joy
75,1435799975066226688,2021-09-09 02:59:24,Disrespect is rampant in mental asylums in the US.,1416979028137885697,-71.068534,42.363692,disgust
76,1359188205799493632,2021-02-09 17:11:35,"Nervous to apply for a job like ""Track Laborer (429)"" at RailWorks? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #SkilledTrade #Beantown",22803590,-71.0588801,42.3600825,fear
77,1431432973107306497,2021-08-28 01:46:30,"My kid returned to BU today. Vaccine mandate. Mask mandate Every student gets a PCR test on arrival. Then every 2 weeks. Change from last year (2x/wk) The hospital where I have been working since July 2020 has NEVER tested me for COVID.  Ever.  Color blindness yes.  Covid nope. https://t.co/T7vYVwrLhE",1117123603785502720,-71.11791,42.352225,neutral
78,1506965031736549387,2022-03-24 12:03:56,"#coffee. Late for work thanks to my idiot of a driver this morning. (@ Starbucks in Somerville, MA) https://t.co/9OldmDk9jQ",47860297,-71.07855562,42.39156978,anger
79,1487929318282076164,2022-01-30 23:22:48,blacking out,947182000477175809,-71.067134,42.351992,neutral
80,1630747359670943744,2023-03-01 01:50:43,@MsKerolynC @GovRonDeSantis  is this also why you want? WHY? Why? May my Lord FORGIVE YOU … and help you dry your salivation 🤤 FOR #SALVATION!  How could you? Oh my God! You really hate #Florida don’t you?!,1616621324914376704,-71.085444,42.419697,anger
81,1424384390055043080,2021-08-08 14:57:57,The thoughts and prayers of our members are with the men and women of @Chicago_Police and the family of Officers involved. The loss of life in the line of duty should never be taken lightly and the sacrifice of the officers involved will never be forgotten. https://t.co/SAx6DTYKRw,1055121058095861760,-71.090067,42.33444,sadness
82,1409866519337603073,2021-06-29 13:29:06,"Nervous to apply for a job like ""NET Application Lead"" at Deloitte? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Marketing #Boston, MA",34179110,-71.0588801,42.3600825,fear
83,1357701735695925252,2021-02-05 14:44:53,This wait to see the oncologist is ridiculous,606585209,-71.110744,42.32672,anger
84,1590821293410357248,2022-11-10 21:38:47,"THE 2022 #BOSTON @MBTA #ESCALATORGATE SCANDAL! WHO KNEW WHAT? AND WHEN? #mapoli #bospoli #nhpolitics @massgop @KONECorporation https://t.co/Ma7CAiBerF",1467990211,-71.056861,42.34262,anger
85,1437114435449987072,2021-09-12 18:02:36,"Nervous to apply for a job like ""Administrative Assistant"" at WinnCompanies? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Construction #Boston, MA",21544229,-71.0588801,42.3600825,fear
86,1480185920380825605,2022-01-09 14:33:18,"Nervous to apply for a job like ""Security Guard High End Retail"" at Allied Universal? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #SecurityOfficer #SecurityGuard",117968366,-71.0588801,42.3600825,fear
87,1566821892757098497,2022-09-05 16:13:44,Niggas really tried giving me unsweetened apple juice fuck this hospital lmaooooooo,869264117189812230,-71.107121,42.335992,anger
88,1465882058421673984,2021-12-01 03:14:52,"Mi problema, es que tu eres la solución.💀",547979346,-71.053337,42.3624745,neutral
89,1495592045687316480,2022-02-21 02:51:45,@paul.gilligan.581 KILLIN @ Riccardo's Ristorante https://t.co/1O90sJN2Ne,452483362,-71.053764,42.363184,fear
90,1621999956549681155,2023-02-04 22:31:39,"💢HAPPENING NOW💢 Theater District- Large evacuation underway at the @WangTheatre as well as surrounding buildings. @BostonFire also on scene. Unconfirmed reports of burst water pipes flooding the building. Working on further information… https://t.co/io0gZLM10r",851003790056620032,-71.064987,42.35046,fear
91,1478009649081188352,2022-01-03 14:25:35,"Nervous to apply for a job like ""Security Officer Shift Supervisor Pharmaceutical Site"" at Allied Universal? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #SecurityOfficer #SecurityGuard",117968366,-71.1097335,42.3736158,fear
92,1517564107926523912,2022-04-22 18:00:52,This is the most pregnant shit I've done this time around https://t.co/7fOV07goCo,79569483,-71.063974,42.353308,disgust
93,1512574296954224640,2022-04-08 23:33:09,“Boston Support Ukraine” held a silent event in the Boston Common to protest children’s death in Ukraine. https://t.co/QwhVyWOvED,1437556997084233735,-71.06571449999998,42.35504099999999,neutral
94,1382043501660155909,2021-04-13 18:50:22,Brutal. 🖤 https://t.co/DXTNUj6sXx,15732036,-71.058004,42.360367,neutral
95,1460770987969060869,2021-11-17 00:45:18,"No hockey tonight? Oh my, what ever will I do? https://t.co/AGMoh1e1Qt",1551939523,-71.109133,42.419521,sadness
96,1491464848718254081,2022-02-09 17:31:44,"Nervous to apply for a job like ""Senior UX Designer"" at CVS Health? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #techjobs #technology",99632256,-71.0797918,42.3465172,fear
97,1412514159791538176,2021-07-06 20:49:53,"Looks like my Facebook has been hacked. Trying to figure out now. Hit me up via the gram or my cell if you need something. @ Boston, Massachusetts https://t.co/Hgu6anXFRu",485329201,-71.0565,42.3577,neutral
98,1530945150427463681,2022-05-29 16:12:22,"Honored to join colleagues in gov’t, fellow veterans, military families & SB neighbors for today’s @FitzyVFW561 Memorial Day ceremony. On this solemn weekend, we remember the U.S. service members who paid the supreme sacrifice for our nation. We pray for our Gold Star Families! https://t.co/KT2aPIyB9q",4885523950,-71.031916,42.335775,joy
99,1599513130450624512,2022-12-04 21:17:02,"1/2 Video & still images posted on Telegram show a #Ukrainian flag being tied to a crane in a port on the east side of the #Dnipro river by a special forces unit, which described the area as “a springboard for the deoccupation of the East bank of the #Kherson region” #Ukraine https://t.co/XzGcm1pQ99",368474071,-71.09302600000001,42.358939,fear
100,1446328675239088129,2021-10-08 04:16:42,"@roaminglarry @vtmedic511 Fall foliage in New England can be tremendous, but will someone please admit that these pics are dramatically color enhanced? It's embarrassing to portray that they are genuine.",52393373,-71.107529,42.34615,sadness
101,1374128363825025026,2021-03-22 22:38:26,"Nervous to apply for a job like ""Cloud Ops Engineer"" at Mastercard? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #ProjectMgmt #Boston, MA",22365607,-71.0407695,42.3489645,fear
102,1545829775809187841,2022-07-09 17:58:33,"Nervous to apply for a job like ""Head of Implementation Delivery – North America & EMEA"" at SS&C Technologies? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info.",99632256,-71.0588801,42.3600825,fear
103,1529906673720168449,2022-05-26 19:25:49,cropdusting,2990931730,-71.049161,42.35924,neutral
104,1468587324900581384,2021-12-08 14:24:37,"yo #nerevs, time to take down the playoff ticket ads on the t and on billboards, they’re crushing my soul.",8294032,-71.0726175,42.34028450000001,sadness
105,1625638292178837504,2023-02-14 23:29:06,The sheer amount of people at the dining hall tonight is very telling …. just say you have no bitches syndrome and keep it pushing,1308997558530969605,-71.121381,42.405391,neutral
106,1349198559653076992,2021-01-13 03:36:18,"@mtgreenee @gregkellyusa You’re the reason Americans are dead on the capitol steps—including a police officer.  You can wrap yourself in the American flag all you want, but we see you for the fascist you are.",30073361,-71.095904,42.383941500000006,anger
107,1355705318110605317,2021-01-31 02:31:50,"Hipocrisia dessa turma... @ Boston, Massachusetts https://t.co/6QT1All0jb",1192928129708429312,-71.0565,42.3577,neutral
108,1488225609411092481,2022-01-31 19:00:09,fought for my life while walking to class today,1171842037492133890,-71.06571449999998,42.35504099999999,anger
109,1386462394675777540,2021-04-25 23:29:28,I miss you @firedboughner :( https://t.co/CR1rvmWISn,556507902,-71.098312,42.346284,sadness
110,1480655558248058884,2022-01-10 21:39:28,"Nervous to apply for a job like ""Child & Adolescent Inpatient Psychiatry Expansion"" at Cambridge Health Alliance? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #psych #psychjobs",273664323,-71.1002881,42.3808757,fear
111,1429424774753701891,2021-08-22 12:46:38,In the thick of the very heavy northerly band of rain right now. Can't see much - definitely heard some thunder. #henri #hurricanehenri https://t.co/ytLKwEQNzS,1391080206044180485,-71.06077049,42.37636698,fear
112,1607423165738946563,2022-12-26 17:08:41,"Nervous to apply for a job like ""Supervisor - Investor Services"" at SS&C Technologies? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #FinancialServices",23214504,-71.0588801,42.3600825,fear
113,1436887163191373825,2021-09-12 02:59:30,This helicopter is still flying around. Any idea why? #Cambridge,11784142,-71.10483472,42.36834717,surprise
114,1459856515578449928,2021-11-14 12:11:30,"Maine reflections.. #azzholdujour #masshole #marden #mardenized #kamekazephotography #fuckcancer #cancerwarrior #ihatethisshit #boston @ 𝘽𝙤𝙨𝙩𝙤𝙣, 𝙈𝙖𝙨𝙨𝙖𝙘𝙝𝙪𝙨𝙚𝙩𝙩𝙨 https://t.co/rGYtKb90QU",471594513,-71.05675,42.35866,fear
115,1529919248960737297,2022-05-26 20:15:48,someone got clapped https://t.co/XxpbtIPEFV,446762505,-71.062543,42.356324,neutral
116,1530374092871852033,2022-05-28 02:23:11,"Celtics have been poor, most of the night. It ain’t the officials. 11 turnovers. Can’t make open looks. Too slow to move the ball out of double teams. Not beating Miami up and down the floor. It ain’t the officials.",293668971,-71.062153,42.366329,neutral
117,1545004788118683648,2022-07-07 11:20:20,"@jeanneyacoubou Sadly, that’s probably true in most countries.",1229466528564809733,-71.085444,42.419697,neutral
118,1603227995266752512,2022-12-15 03:18:35,"A representative for the Carpenters’ Union commented, sharing that they have concerns if the developer chooses a firm called Callahan to do the construction due to some apparently ugly practices. #VilleMA",854358992876916739,-71.106635,42.39522,fear
119,1502738330877931521,2022-03-12 20:08:32,"¡Ya voté! Así que mañana tenemos una obligación con nuestra generación y las generaciones futuras. Para cambiar el país primero debemos derrotar la trampa, la jugada sucia y la falta de conocimiento. 🇨🇴 https://t.co/Ue4HGMvrC6",782071025114705920,-71.070272,42.352876,neutral
120,1450128331966353409,2021-10-18 15:55:11,"Nervous to apply for a job like ""BioProduction Account Manager"" at Thermo Fisher Scientific? Apply even if you're not a 100% match. You might be underestimating your value. Click the link in our bio for more info. #Sales #Beantown",20831530,-71.0588801,42.3600825,fear
121,1504655174291398659,2022-03-18 03:05:23,zendaya pinched me for not wearing green,972477768855314432,-71.064683,42.351467,anger
122,1581157855498903555,2022-10-15 05:39:43,i no longer want to be part of this mortal coil,914781181,-71.099526,42.332252,sadness
123,1448442096566865922,2021-10-14 00:14:41,@EricTrump @DonaldJTrumpJr @donwinslow @MeidasTouch @ProjectLincoln @TiffanyATrump @LaraLeaTrump @gtconway3d #LockTrumpUp Republican #LockBannonUp Crooks @SenTedCruz @GovRonDeSantis Lock Them Up @RandPaul https://t.co/3tG6M5Bzoj,533148025,-71.060802,42.348139,fear
124,1662539826581872640,2023-05-27 19:22:37,American teen missing in Bahamas after going overboard #music #boston #instagood https://t.co/1lnwIQjCxg https://t.co/m50UIcqlqL,1658165998145396747,-71.05984536,42.35979693,fear
125,1482389595727839232,2022-01-15 16:29:55,"You’d better bundle up New Englanders! because it’s below freezing outside #coldweather #freezing #Winter https://t.co/HVQte9sJ33",745714663,-71.067904,42.3616345,fear
126,1539686076733952004,2022-06-22 19:05:41,The @nationalgridus workers at this site in Boston’s North End told me they believe these old pipes (the skinny ones toward the top of the hole) to be from 1887.  I find it fascinating yet terrifying to see 135-year old infrastructure still in place when you peel off the street. https://t.co/56KYna3xtg,407760523,-71.05478049999999,42.364423,fear
127,1490698681082855426,2022-02-07 14:47:16,"@MastourehNasiri @FKamrannia ما عبارت f*** off در مورد اینهایی که همین جوری زنگ می‌زنند استفاده می‌کنیم که ظاهراً خیلی هم بی‌ادبانه نیست ،چون به جای ما اونا معذرت خواهی می‌کنند! یه چیزی تو مایه ""تی‌شاخ مهربانی‌یه فکش"" خودمونه. پدر جان البته ایجاز در ایجاز کردند در کلمه ""ندارم"".  #شاعرانه‌گی_گیلی",14510503,-71.05478049999999,42.364423,anger
128,1416931224300425223,2021-07-19 01:21:43,suffering,947182000477175809,-71.119331,42.342316,sadness
129,1461868638055636999,2021-11-20 01:26:58,"I'm at Ghosts and Gravestones Boston in Boston, MA https://t.co/IsfGKUTNZO",46757630,-71.0517004,42.3598455,neutral
130,1552735059727237120,2022-07-28 19:17:41,Any ideas what can be done to improve the situation on streets like Huntington Ave that are regularly a mess? Residents are already doing lots of @BOS311. @BostonPWD @KenzieBok @BostonCivicOrg @MayorWu @BostonEnviro,173132035,-71.10194949999999,42.3345575,fear
